2023-10-22 02:00:02,827 INFO    StreamThr :20133 [internal.py:wandb_internal():86] W&B internal server running at pid: 20133, started at: 2023-10-22 02:00:02.826624
2023-10-22 02:00:02,828 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: status
2023-10-22 02:00:02,831 INFO    WriterThread:20133 [datastore.py:open_for_write():85] open: /Users/jongbeomkim/Desktop/workspace/CLIP/wandb/run-20231022_020002-i6spzvpr/run-i6spzvpr.wandb
2023-10-22 02:00:02,832 DEBUG   SenderThread:20133 [sender.py:send():380] send: header
2023-10-22 02:00:02,847 DEBUG   SenderThread:20133 [sender.py:send():380] send: run
2023-10-22 02:00:03,335 INFO    SenderThread:20133 [dir_watcher.py:__init__():211] watching files in: /Users/jongbeomkim/Desktop/workspace/CLIP/wandb/run-20231022_020002-i6spzvpr/files
2023-10-22 02:00:03,335 INFO    SenderThread:20133 [sender.py:_start_run_threads():1122] run started: i6spzvpr with start time 1697907602.82747
2023-10-22 02:00:03,348 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: check_version
2023-10-22 02:00:03,349 DEBUG   SenderThread:20133 [sender.py:send_request():407] send_request: check_version
2023-10-22 02:00:03,390 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: run_start
2023-10-22 02:00:03,397 DEBUG   HandlerThread:20133 [system_info.py:__init__():32] System info init
2023-10-22 02:00:03,397 DEBUG   HandlerThread:20133 [system_info.py:__init__():47] System info init done
2023-10-22 02:00:03,397 INFO    HandlerThread:20133 [system_monitor.py:start():194] Starting system monitor
2023-10-22 02:00:03,397 INFO    SystemMonitor:20133 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-22 02:00:03,397 INFO    HandlerThread:20133 [system_monitor.py:probe():214] Collecting system info
2023-10-22 02:00:03,398 INFO    SystemMonitor:20133 [interfaces.py:start():190] Started cpu monitoring
2023-10-22 02:00:03,398 DEBUG   HandlerThread:20133 [system_info.py:probe():196] Probing system
2023-10-22 02:00:03,398 INFO    SystemMonitor:20133 [interfaces.py:start():190] Started disk monitoring
2023-10-22 02:00:03,400 INFO    SystemMonitor:20133 [interfaces.py:start():190] Started gpuapple monitoring
2023-10-22 02:00:03,402 INFO    SystemMonitor:20133 [interfaces.py:start():190] Started memory monitoring
2023-10-22 02:00:03,403 INFO    SystemMonitor:20133 [interfaces.py:start():190] Started network monitoring
2023-10-22 02:00:03,406 DEBUG   HandlerThread:20133 [system_info.py:_probe_git():181] Probing git
2023-10-22 02:00:03,422 DEBUG   HandlerThread:20133 [system_info.py:_probe_git():189] Probing git done
2023-10-22 02:00:03,423 DEBUG   HandlerThread:20133 [system_info.py:probe():244] Probing system done
2023-10-22 02:00:03,423 DEBUG   HandlerThread:20133 [system_monitor.py:probe():223] {'os': 'macOS-13.3.1-arm64-arm-64bit', 'python': '3.9.13', 'heartbeatAt': '2023-10-21T17:00:03.398720', 'startedAt': '2023-10-21T17:00:02.819226', 'docker': None, 'cuda': None, 'args': ('--data_dir=/Users/jongbeomkim/Documents/datasets/flickr8k', '--n_cpus=1', '--batch_size=4'), 'state': 'running', 'program': '/Users/jongbeomkim/Desktop/workspace/CLIP/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/KimRass/CLIP', 'commit': '024acebff2b5de1f363a5ad0a7d280c96220054f'}, 'email': 'rmx1000@tonsei.ac.kr', 'root': '/Users/jongbeomkim/Desktop/workspace/CLIP', 'host': 'Jongbeoms-MacBook-Air.local', 'username': 'jongbeomkim', 'executable': '/Users/jongbeomkim/Desktop/workspace/venv/cv/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'/': {'total': 228.27386474609375, 'used': 11.17238998413086}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2023-10-22 02:00:03,423 INFO    HandlerThread:20133 [system_monitor.py:probe():224] Finished collecting system info
2023-10-22 02:00:03,423 INFO    HandlerThread:20133 [system_monitor.py:probe():227] Publishing system info
2023-10-22 02:00:03,423 DEBUG   HandlerThread:20133 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-22 02:00:03,423 DEBUG   HandlerThread:20133 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-22 02:00:03,423 INFO    HandlerThread:20133 [system_monitor.py:probe():229] Finished publishing system info
2023-10-22 02:00:03,425 DEBUG   SenderThread:20133 [sender.py:send():380] send: files
2023-10-22 02:00:03,425 INFO    SenderThread:20133 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-22 02:00:03,429 DEBUG   SenderThread:20133 [sender.py:send():380] send: telemetry
2023-10-22 02:00:03,429 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-22 02:00:03,429 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: stop_status
2023-10-22 02:00:03,429 DEBUG   SenderThread:20133 [sender.py:send_request():407] send_request: stop_status
2023-10-22 02:00:03,748 DEBUG   SenderThread:20133 [sender.py:send():380] send: config
2023-10-22 02:00:04,108 INFO    wandb-upload_0:20133 [upload_job.py:push():131] Uploaded file /var/folders/dk/lvbg207938s2wdjbg0gq9d8w0000gn/T/tmpd70s9023wandb/t4t60zo9-wandb-metadata.json
2023-10-22 02:00:04,241 DEBUG   SenderThread:20133 [sender.py:send():380] send: exit
2023-10-22 02:00:04,241 INFO    SenderThread:20133 [sender.py:send_exit():585] handling exit code: 1
2023-10-22 02:00:04,241 INFO    SenderThread:20133 [sender.py:send_exit():587] handling runtime: 0
2023-10-22 02:00:04,241 INFO    SenderThread:20133 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-22 02:00:04,242 INFO    SenderThread:20133 [sender.py:send_exit():593] send defer
2023-10-22 02:00:04,242 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: defer
2023-10-22 02:00:04,242 INFO    HandlerThread:20133 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-22 02:00:04,242 DEBUG   SenderThread:20133 [sender.py:send_request():407] send_request: defer
2023-10-22 02:00:04,242 INFO    SenderThread:20133 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-22 02:00:04,242 INFO    SenderThread:20133 [sender.py:transition_state():613] send defer: 1
2023-10-22 02:00:04,242 DEBUG   HandlerThread:20133 [handler.py:handle_request():146] handle_request: defer
2023-10-22 02:00:04,242 INFO    HandlerThread:20133 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-22 02:00:04,242 DEBUG   SenderThread:20133 [sender.py:send_request():407] send_request: defer
